_id,co_mun,no_mun,ano,variavel,social_categoria,social_subcategoria,valor
1445,2702405,Delmiro Gouveia,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,6011.0
1446,2702405,Delmiro Gouveia,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7642262.0
1447,2702405,Delmiro Gouveia,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1374.91
1448,2702405,Delmiro Gouveia,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,6809.0
1449,2702405,Delmiro Gouveia,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8938060.0
1450,2702405,Delmiro Gouveia,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1570.47
1451,2702405,Delmiro Gouveia,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,6789.0
1452,2702405,Delmiro Gouveia,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,10603632.0
1453,2702405,Delmiro Gouveia,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1888.03
1454,2702405,Delmiro Gouveia,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,6312.0
1455,2702405,Delmiro Gouveia,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,12060026.0
1456,2702405,Delmiro Gouveia,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2058.17
1457,2702405,Delmiro Gouveia,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,5739.0
1458,2702405,Delmiro Gouveia,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,12339615.0
1459,2702405,Delmiro Gouveia,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1998.79
1460,2702405,Delmiro Gouveia,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,5428.0
1461,2702405,Delmiro Gouveia,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,11224843.0
1462,2702405,Delmiro Gouveia,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2024.96
1463,2702405,Delmiro Gouveia,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,4932.0
1464,2702405,Delmiro Gouveia,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,10084971.0
1465,2702405,Delmiro Gouveia,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2066.14
1466,2702405,Delmiro Gouveia,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,6310.0
1467,2702405,Delmiro Gouveia,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,11104371.0
1468,2702405,Delmiro Gouveia,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2191.6
1469,2702405,Delmiro Gouveia,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,6533.0
1470,2702405,Delmiro Gouveia,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,14084056.0
1471,2702405,Delmiro Gouveia,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2301.96
1472,2702405,Delmiro Gouveia,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,6032.0
1473,2702405,Delmiro Gouveia,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,14371694.0
1474,2702405,Delmiro Gouveia,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,702.58
1475,2702405,Delmiro Gouveia,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,6321.0
1476,2702405,Delmiro Gouveia,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4240510.0
1477,2702405,Delmiro Gouveia,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1131.38
1478,2702405,Delmiro Gouveia,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,6461.0
1479,2702405,Delmiro Gouveia,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7227300.0
1480,2702405,Delmiro Gouveia,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3447.23
1481,2702405,Delmiro Gouveia,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,8919.0
1482,2702405,Delmiro Gouveia,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,30300546.0
1483,2702504,Dois Riachos,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,954.2
1484,2702504,Dois Riachos,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,805.0
1485,2702504,Dois Riachos,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,572016.0
1486,2702504,Dois Riachos,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,894.75
1487,2702504,Dois Riachos,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,832.0
1488,2702504,Dois Riachos,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,732271.0
1489,2702504,Dois Riachos,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,863.53
1490,2702504,Dois Riachos,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,1675.0
1491,2702504,Dois Riachos,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1044945.0
1492,2702504,Dois Riachos,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,919.26
1493,2702504,Dois Riachos,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,1787.0
1494,2702504,Dois Riachos,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1617812.0
1495,2702504,Dois Riachos,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1097.18
1496,2702504,Dois Riachos,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,1747.0
1497,2702504,Dois Riachos,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1964282.0
1498,2702504,Dois Riachos,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1188.96
1499,2702504,Dois Riachos,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,1887.0
1500,2702504,Dois Riachos,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2234337.0
1501,2702504,Dois Riachos,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1252.9
1502,2702504,Dois Riachos,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,1994.0
1503,2702504,Dois Riachos,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2501894.0
1504,2702504,Dois Riachos,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1409.2
1505,2702504,Dois Riachos,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,2195.0
1506,2702504,Dois Riachos,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2854366.0
1507,2702504,Dois Riachos,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1582.74
1508,2702504,Dois Riachos,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,2163.0
1509,2702504,Dois Riachos,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3394078.0
1510,2702504,Dois Riachos,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1676.33
1511,2702504,Dois Riachos,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,2183.0
1512,2702504,Dois Riachos,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3614842.0
1513,2702504,Dois Riachos,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1699.85
1514,2702504,Dois Riachos,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,2349.0
1515,2702504,Dois Riachos,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3867907.0
1516,2702504,Dois Riachos,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1708.04
1517,2702504,Dois Riachos,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,2205.0
1518,2702504,Dois Riachos,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3890156.0
1519,2702504,Dois Riachos,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1721.53
1520,2702504,Dois Riachos,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,2051.0
1521,2702504,Dois Riachos,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3662885.0
1522,2702504,Dois Riachos,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1795.53
1523,2702504,Dois Riachos,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,1917.0
1524,2702504,Dois Riachos,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3563322.0
1525,2702504,Dois Riachos,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1801.77
1526,2702504,Dois Riachos,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,1903.0
1527,2702504,Dois Riachos,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3420567.0
1528,2702504,Dois Riachos,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1844.14
1529,2702504,Dois Riachos,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,1781.0
1530,2702504,Dois Riachos,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3411630.0
1531,2702504,Dois Riachos,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,532.21
1532,2702504,Dois Riachos,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,1872.0
1533,2702504,Dois Riachos,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,947593.0
1534,2702504,Dois Riachos,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,742.34
1535,2702504,Dois Riachos,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,1976.0
1536,2702504,Dois Riachos,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1423139.0
1537,2702504,Dois Riachos,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3300.83
1538,2702504,Dois Riachos,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,2655.0
1539,2702504,Dois Riachos,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,9039623.0
1540,2702553,Estrela de Alagoas,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,925.37
1541,2702553,Estrela de Alagoas,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,2098.0
1542,2702553,Estrela de Alagoas,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1281308.0
1543,2702553,Estrela de Alagoas,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,871.36
1544,2702553,Estrela de Alagoas,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,2367.0
1545,2702553,Estrela de Alagoas,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1922823.0
1546,2702553,Estrela de Alagoas,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,825.99
1547,2702553,Estrela de Alagoas,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,2802.0
1548,2702553,Estrela de Alagoas,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2233919.0
1549,2702553,Estrela de Alagoas,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,881.9
1550,2702553,Estrela de Alagoas,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,2981.0
1551,2702553,Estrela de Alagoas,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2591907.0
1552,2702553,Estrela de Alagoas,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1040.8
1553,2702553,Estrela de Alagoas,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,2796.0
1554,2702553,Estrela de Alagoas,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3005419.0
1555,2702553,Estrela de Alagoas,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1123.44
1556,2702553,Estrela de Alagoas,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,2952.0
1557,2702553,Estrela de Alagoas,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3402652.0
1558,2702553,Estrela de Alagoas,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1179.4
1559,2702553,Estrela de Alagoas,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,3139.0
1560,2702553,Estrela de Alagoas,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3632898.0
1561,2702553,Estrela de Alagoas,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1314.3
1562,2702553,Estrela de Alagoas,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,3099.0
1563,2702553,Estrela de Alagoas,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4040869.0
1564,2702553,Estrela de Alagoas,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1683.85
1565,2702553,Estrela de Alagoas,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,3103.0
1566,2702553,Estrela de Alagoas,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5222716.0
1567,2702553,Estrela de Alagoas,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2194.03
1568,2702553,Estrela de Alagoas,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,3097.0
1569,2702553,Estrela de Alagoas,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,6731598.0
1570,2702553,Estrela de Alagoas,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2382.85
1571,2702553,Estrela de Alagoas,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,2901.0
1572,2702553,Estrela de Alagoas,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7019928.0
1573,2702553,Estrela de Alagoas,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2503.91
1574,2702553,Estrela de Alagoas,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,2915.0
1575,2702553,Estrela de Alagoas,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7209430.0
1576,2702553,Estrela de Alagoas,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2598.97
1577,2702553,Estrela de Alagoas,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,2709.0
1578,2702553,Estrela de Alagoas,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7307234.0
1579,2702553,Estrela de Alagoas,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2681.05
1580,2702553,Estrela de Alagoas,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,2661.0
1581,2702553,Estrela de Alagoas,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7107843.0
1582,2702553,Estrela de Alagoas,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2652.6
1583,2702553,Estrela de Alagoas,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,2521.0
1584,2702553,Estrela de Alagoas,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,6835230.0
1585,2702553,Estrela de Alagoas,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2785.91
1586,2702553,Estrela de Alagoas,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,2445.0
1587,2702553,Estrela de Alagoas,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,6990000.0
1588,2702553,Estrela de Alagoas,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,820.14
1589,2702553,Estrela de Alagoas,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,2596.0
1590,2702553,Estrela de Alagoas,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2014820.0
1591,2702553,Estrela de Alagoas,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1684.2
1592,2702553,Estrela de Alagoas,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,2743.0
1593,2702553,Estrela de Alagoas,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4529504.0
1594,2702553,Estrela de Alagoas,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3391.47
1595,2702553,Estrela de Alagoas,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,3200.0
1596,2702553,Estrela de Alagoas,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,10798140.0
1597,2702603,Feira Grande,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,891.16
1598,2702603,Feira Grande,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,2266.0
1599,2702603,Feira Grande,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1419893.0
1600,2702603,Feira Grande,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,860.34
1601,2702603,Feira Grande,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,2709.0
1602,2702603,Feira Grande,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2090465.0
1603,2702603,Feira Grande,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,802.3
1604,2702603,Feira Grande,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,3622.0
1605,2702603,Feira Grande,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2687169.0
1606,2702603,Feira Grande,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,889.91
1607,2702603,Feira Grande,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,3451.0
1608,2702603,Feira Grande,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3115850.0
1609,2702603,Feira Grande,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1040.49
1610,2702603,Feira Grande,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,3495.0
1611,2702603,Feira Grande,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3586898.0
1612,2702603,Feira Grande,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1128.75
1613,2702603,Feira Grande,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,3892.0
1614,2702603,Feira Grande,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4078947.0
1615,2702603,Feira Grande,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1206.1
1616,2702603,Feira Grande,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,3691.0
1617,2702603,Feira Grande,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4354968.0
1618,2702603,Feira Grande,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1368.53
1619,2702603,Feira Grande,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,3883.0
1620,2702603,Feira Grande,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5130153.0
1621,2702603,Feira Grande,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1572.71
1622,2702603,Feira Grande,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,3941.0
1623,2702603,Feira Grande,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,6150544.0
1624,2702603,Feira Grande,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1795.11
1625,2702603,Feira Grande,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,4206.0
1626,2702603,Feira Grande,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,7201718.0
1627,2702603,Feira Grande,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1912.38
1628,2702603,Feira Grande,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,4445.0
1629,2702603,Feira Grande,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8234722.0
1630,2702603,Feira Grande,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1974.0
1631,2702603,Feira Grande,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,4085.0
1632,2702603,Feira Grande,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8527682.0
1633,2702603,Feira Grande,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2063.89
1634,2702603,Feira Grande,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,4153.0
1635,2702603,Feira Grande,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8930963.0
1636,2702603,Feira Grande,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2194.3
1637,2702603,Feira Grande,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,4375.0
1638,2702603,Feira Grande,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,9320037.0
1639,2702603,Feira Grande,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2273.77
1640,2702603,Feira Grande,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,4292.0
1641,2702603,Feira Grande,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,9759713.0
1642,2702603,Feira Grande,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2425.45
1643,2702603,Feira Grande,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,4132.0
1644,2702603,Feira Grande,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,10217552.0
1645,2702603,Feira Grande,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,712.35
1646,2702603,Feira Grande,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,4354.0
1647,2702603,Feira Grande,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2949855.0
1648,2702603,Feira Grande,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1269.42
1649,2702603,Feira Grande,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,4346.0
1650,2702603,Feira Grande,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5509224.0
1651,2702603,Feira Grande,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3413.05
1652,2702603,Feira Grande,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,4793.0
1653,2702603,Feira Grande,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,16378075.0
1654,2702702,Feliz Deserto,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,965.13
1655,2702702,Feliz Deserto,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,419.0
1656,2702702,Feliz Deserto,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,389225.0
1657,2702702,Feliz Deserto,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,909.51
1658,2702702,Feliz Deserto,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,445.0
1659,2702702,Feliz Deserto,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,395228.0
1660,2702702,Feliz Deserto,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,880.01
1661,2702702,Feliz Deserto,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,559.0
1662,2702702,Feliz Deserto,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,412003.0
1663,2702702,Feliz Deserto,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,907.27
1664,2702702,Feliz Deserto,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,633.0
1665,2702702,Feliz Deserto,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,563979.0
1666,2702702,Feliz Deserto,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1057.83
1667,2702702,Feliz Deserto,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,605.0
1668,2702702,Feliz Deserto,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,676348.0
1669,2702702,Feliz Deserto,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1144.3
1670,2702702,Feliz Deserto,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,611.0
1671,2702702,Feliz Deserto,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,707646.0
1672,2702702,Feliz Deserto,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1212.25
1673,2702702,Feliz Deserto,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,787.0
1674,2702702,Feliz Deserto,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,939647.0
1675,2702702,Feliz Deserto,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1386.83
1676,2702702,Feliz Deserto,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,800.0
1677,2702702,Feliz Deserto,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1083390.0
1678,2702702,Feliz Deserto,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1574.49
1679,2702702,Feliz Deserto,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,883.0
1680,2702702,Feliz Deserto,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1356194.0
1681,2702702,Feliz Deserto,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1866.34
1682,2702702,Feliz Deserto,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,802.0
1683,2702702,Feliz Deserto,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1592632.0
1684,2702702,Feliz Deserto,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1805.12
1685,2702702,Feliz Deserto,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,837.0
1686,2702702,Feliz Deserto,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1506283.0
1687,2702702,Feliz Deserto,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1732.17
1688,2702702,Feliz Deserto,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,821.0
1689,2702702,Feliz Deserto,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1420205.0
